seed,method,split,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
0,ensemble_forecasting_calibrator,controller_instability_shift,48,0.543002,0.018633,0.157866,0.018882,0.336806,0.061121,0.128472,0.054363,0.020833,0.018518,0.093530,0.007674,0.373941,0.061518,0.128699,0.058064,0.253472,0.055865,0.993056,0.009522
0,ensemble_forecasting_calibrator,goal_ambiguity_shift,48,0.551086,0.015108,0.152626,0.017268,0.267361,0.055653,0.100694,0.044295,0.024306,0.016817,0.092130,0.007045,0.360655,0.055001,0.149290,0.050177,0.246528,0.054145,0.993056,0.009522
0,ensemble_forecasting_calibrator,model_misspecification_shift,48,0.555321,0.015355,0.150626,0.016467,0.336806,0.050996,0.135417,0.052967,0.006944,0.009522,0.094626,0.007812,0.350440,0.054562,0.156941,0.050355,0.267361,0.059752,0.996528,0.006806
0,ensemble_forecasting_calibrator,nominal_disagreement,48,0.556132,0.017979,0.170052,0.020183,0.427083,0.059883,0.010417,0.015088,0.000000,0.000000,0.062197,0.002910,0.422143,0.066429,0.137717,0.061805,0.017361,0.022264,0.996528,0.006806
0,ensemble_forecasting_calibrator,ood_action_shift,48,0.539797,0.015269,0.162600,0.018315,0.333333,0.048632,0.086806,0.037657,0.006944,0.009522,0.084215,0.006589,0.390466,0.058927,0.121598,0.054824,0.187500,0.049236,0.993056,0.009522
0,ensemble_forecasting_calibrator,rare_adversarial_shift,48,0.548056,0.014324,0.116951,0.013081,0.291667,0.052828,0.409722,0.099170,0.107639,0.057943,0.159107,0.010987,0.276582,0.038404,0.179388,0.033316,0.663194,0.063400,1.000000,0.000000
0,ensemble_forecasting_calibrator,sensor_noise_shift,48,0.560280,0.015421,0.156448,0.017172,0.354167,0.056400,0.069444,0.036175,0.000000,0.000000,0.080485,0.006487,0.368835,0.056851,0.159756,0.052702,0.163194,0.050996,1.000000,0.000000
0,failure_aware_rl_recovery,combined_disagreement_stress,48,0.682815,0.035690,0.079424,0.007681,0.225694,0.042939,0.125000,0.094551,0.093750,0.053190,0.204510,0.013126,0.124709,0.035680,0.364924,0.039476,0.725694,0.078711,1.000000,0.000000
0,failure_aware_rl_recovery,controller_instability_shift,48,0.687985,0.037211,0.084303,0.009390,0.229167,0.047276,0.125000,0.094551,0.048611,0.030693,0.188012,0.015239,0.143652,0.041229,0.370910,0.045905,0.631944,0.094780,1.000000,0.000000
0,failure_aware_rl_recovery,goal_ambiguity_shift,48,0.686612,0.038871,0.089265,0.012128,0.277778,0.054444,0.128472,0.091882,0.059028,0.034374,0.180113,0.016296,0.156878,0.048129,0.364150,0.052038,0.576389,0.101060,1.000000,0.000000
0,failure_aware_rl_recovery,model_misspecification_shift,48,0.691788,0.037826,0.083633,0.010342,0.218750,0.048784,0.128472,0.094421,0.034722,0.025657,0.185146,0.016328,0.141284,0.042318,0.378193,0.047446,0.618056,0.105188,1.000000,0.000000
0,failure_aware_rl_recovery,nominal_disagreement,48,0.706038,0.041028,0.094066,0.014186,0.274306,0.055440,0.125000,0.094551,0.013889,0.013170,0.156867,0.018603,0.178443,0.053385,0.389285,0.057700,0.437500,0.127421,1.000000,0.000000
0,failure_aware_rl_recovery,ood_action_shift,48,0.691896,0.038777,0.087146,0.010796,0.305556,0.050851,0.125000,0.094551,0.031250,0.023132,0.179524,0.016889,0.149115,0.044374,0.374508,0.048669,0.576389,0.106972,1.000000,0.000000
0,failure_aware_rl_recovery,rare_adversarial_shift,48,0.677813,0.035008,0.080815,0.008085,0.170139,0.041823,0.125000,0.094551,0.125000,0.065608,0.214880,0.011532,0.122296,0.035754,0.349603,0.039136,0.767361,0.065780,1.000000,0.000000
0,failure_aware_rl_recovery,sensor_noise_shift,48,0.687573,0.039812,0.093878,0.012798,0.263889,0.051314,0.125000,0.094551,0.020833,0.015759,0.168098,0.017433,0.174941,0.050450,0.363373,0.054968,0.503472,0.112796,1.000000,0.000000
0,information_gain_probe_policy,combined_disagreement_stress,48,0.538954,0.011760,0.095190,0.012323,0.437500,0.058863,0.406250,0.131542,0.118056,0.071446,0.244762,0.013179,0.317648,0.039792,0.158203,0.035785,0.795139,0.079756,1.000000,0.000000
0,information_gain_probe_policy,controller_instability_shift,48,0.540916,0.015263,0.138746,0.017096,0.503472,0.061121,0.194444,0.073647,0.024306,0.019427,0.177541,0.013358,0.392008,0.056328,0.110632,0.052224,0.395833,0.082888,0.996528,0.006806
0,information_gain_probe_policy,goal_ambiguity_shift,48,0.553361,0.013434,0.125011,0.014096,0.447917,0.063151,0.236111,0.094217,0.027778,0.020247,0.188567,0.012927,0.363605,0.049001,0.146339,0.045059,0.465278,0.081352,1.000000,0.000000
0,information_gain_probe_policy,model_misspecification_shift,48,0.543568,0.017253,0.137106,0.017980,0.409722,0.054985,0.256944,0.090700,0.020833,0.020917,0.180556,0.012598,0.392601,0.060471,0.114781,0.056569,0.413194,0.078410,0.996528,0.006806
0,information_gain_probe_policy,nominal_disagreement,48,0.556471,0.017707,0.170782,0.020079,0.527778,0.047979,0.006944,0.009522,0.003472,0.006806,0.117399,0.002034,0.461290,0.066255,0.098570,0.061497,0.017361,0.014556,1.000000,0.000000
0,information_gain_probe_policy,ood_action_shift,48,0.543155,0.018014,0.146531,0.017057,0.461806,0.049823,0.180556,0.067269,0.006944,0.009522,0.161307,0.010385,0.405720,0.057773,0.106344,0.054652,0.305556,0.069005,0.993056,0.013611
0,information_gain_probe_policy,rare_adversarial_shift,48,0.520633,0.010903,0.086635,0.010481,0.336806,0.063400,0.416667,0.129401,0.197917,0.101386,0.267864,0.007415,0.313439,0.029868,0.142532,0.025347,0.916667,0.041265,1.000000,0.000000
0,information_gain_probe_policy,sensor_noise_shift,48,0.565351,0.014648,0.133651,0.016120,0.440972,0.063400,0.201389,0.076560,0.020833,0.018518,0.171404,0.011246,0.377255,0.054607,0.151335,0.050334,0.368056,0.073406,1.000000,0.000000
0,mean_ensemble_policy,combined_disagreement_stress,48,0.453235,0.022790,0.208429,0.023737,0.010417,0.011534,0.000000,0.000000,0.003472,0.006806,0.026294,0.003918,0.507934,0.077496,-0.031354,0.073719,0.034722,0.021658,0.965278,0.021658
0,mean_ensemble_policy,controller_instability_shift,48,0.491012,0.023330,0.197006,0.023422,0.017361,0.014556,0.000000,0.000000,0.000000,0.000000,0.023821,0.002891,0.468007,0.076878,0.036342,0.074305,0.020833,0.015759,0.979167,0.015759
0,mean_ensemble_policy,goal_ambiguity_shift,48,0.505999,0.020893,0.189777,0.022095,0.013889,0.016372,0.000000,0.000000,0.000000,0.000000,0.023180,0.002666,0.442969,0.072357,0.068444,0.068541,0.017361,0.014556,0.982639,0.014556
0,mean_ensemble_policy,model_misspecification_shift,48,0.499542,0.021073,0.198513,0.023267,0.006944,0.009522,0.000000,0.000000,0.000000,0.000000,0.021261,0.001729,0.462584,0.074144,0.046403,0.071324,0.006944,0.009522,0.993056,0.009522
0,mean_ensemble_policy,nominal_disagreement,48,0.553807,0.018438,0.173645,0.020616,0.031250,0.018598,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.403329,0.067501,0.157788,0.063386,0.000000,0.000000,1.000000,0.000000
0,mean_ensemble_policy,ood_action_shift,48,0.500637,0.020544,0.195725,0.023031,0.010417,0.011534,0.000000,0.000000,0.000000,0.000000,0.021881,0.002083,0.461306,0.073890,0.052432,0.070528,0.010417,0.011534,0.989583,0.011534
0,mean_ensemble_policy,rare_adversarial_shift,48,0.403556,0.022451,0.203297,0.023255,0.003472,0.006806,0.000000,0.000000,0.013889,0.016372,0.038330,0.006086,0.549116,0.074367,-0.092680,0.069455,0.100694,0.033325,0.899306,0.033325
0,mean_ensemble_policy,sensor_noise_shift,48,0.525340,0.019869,0.183912,0.021419,0.017361,0.014556,0.000000,0.000000,0.000000,0.000000,0.021916,0.002122,0.427498,0.069270,0.103101,0.065912,0.010417,0.011534,0.989583,0.011534
0,oracle_disagreement_type,combined_disagreement_stress,48,0.646325,0.032566,0.079726,0.003367,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.169234,0.019432,0.123388,0.031130,0.352463,0.032681,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,controller_instability_shift,48,0.671272,0.030259,0.072472,0.002644,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165941,0.018865,0.106965,0.030464,0.395675,0.032778,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,goal_ambiguity_shift,48,0.675953,0.029981,0.070425,0.002913,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.165166,0.018731,0.104542,0.028671,0.405402,0.031199,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,model_misspecification_shift,48,0.673243,0.030509,0.071972,0.003042,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.164972,0.018698,0.107958,0.030171,0.399424,0.032909,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,nominal_disagreement,48,0.713107,0.027082,0.060854,0.002717,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.156253,0.017199,0.090010,0.024723,0.469851,0.028357,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,ood_action_shift,48,0.676443,0.029847,0.071153,0.002733,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.106825,0.028081,0.405239,0.030203,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,rare_adversarial_shift,48,0.622981,0.035919,0.085439,0.003612,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172334,0.019967,0.141590,0.033040,0.314381,0.035651,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,sensor_noise_shift,48,0.690773,0.028963,0.066625,0.002743,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.162259,0.018231,0.097974,0.028411,0.430616,0.031976,0.750000,0.123796,1.000000,0.000000
0,recovery_first_policy,combined_disagreement_stress,48,0.680042,0.030172,0.082220,0.011258,0.180556,0.038702,0.121528,0.092139,0.138889,0.073002,0.194604,0.011947,0.147939,0.039589,0.353004,0.041898,0.701389,0.072105,0.954861,0.021175
0,recovery_first_policy,controller_instability_shift,48,0.719190,0.030164,0.084640,0.010593,0.232639,0.055653,0.121528,0.092139,0.069444,0.044395,0.178948,0.014304,0.119289,0.035290,0.406954,0.039231,0.628472,0.090846,0.996528,0.006806
0,recovery_first_policy,goal_ambiguity_shift,48,0.707398,0.031780,0.092533,0.012452,0.218750,0.048784,0.121528,0.092139,0.079861,0.045610,0.168398,0.014338,0.144765,0.040699,0.385946,0.044522,0.565972,0.092139,1.000000,0.000000
0,recovery_first_policy,model_misspecification_shift,48,0.718789,0.032053,0.087320,0.011339,0.267361,0.048378,0.125000,0.094551,0.065972,0.038588,0.174385,0.014647,0.125745,0.039019,0.404615,0.043204,0.604167,0.093608,1.000000,0.000000
0,recovery_first_policy,nominal_disagreement,48,0.716155,0.035902,0.094508,0.013042,0.204861,0.051687,0.118056,0.089651,0.013889,0.016372,0.143551,0.017449,0.166333,0.045770,0.407751,0.050068,0.437500,0.120161,1.000000,0.000000
0,recovery_first_policy,ood_action_shift,48,0.712031,0.032502,0.090854,0.012314,0.159722,0.044528,0.121528,0.092139,0.083333,0.052378,0.170826,0.014918,0.140641,0.041265,0.392574,0.044420,0.586806,0.096771,1.000000,0.000000
0,recovery_first_policy,rare_adversarial_shift,48,0.609843,0.029159,0.069906,0.010363,0.152778,0.034843,0.090278,0.070781,0.149306,0.081516,0.210224,0.011716,0.203836,0.038021,0.276809,0.038425,0.770833,0.067823,0.854167,0.039658
0,recovery_first_policy,sensor_noise_shift,48,0.708016,0.029676,0.095739,0.011866,0.232639,0.050295,0.114583,0.087622,0.048611,0.035013,0.158100,0.014394,0.160211,0.038817,0.386720,0.042845,0.510417,0.093498,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,combined_disagreement_stress,48,0.605845,0.021139,0.105209,0.008973,0.517361,0.060146,0.593750,0.104714,0.010417,0.011534,0.210765,0.016689,0.249000,0.026596,0.226851,0.024770,0.625000,0.103164,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,controller_instability_shift,48,0.579953,0.017320,0.143538,0.015733,0.583333,0.062279,0.305556,0.075549,0.000000,0.000000,0.162874,0.012113,0.352482,0.048892,0.150158,0.046739,0.322917,0.078661,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,goal_ambiguity_shift,48,0.609816,0.017961,0.117913,0.011137,0.555556,0.057815,0.434028,0.091624,0.000000,0.000000,0.182260,0.014431,0.287119,0.035477,0.222826,0.032963,0.447917,0.091322,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,model_misspecification_shift,48,0.598814,0.017149,0.123672,0.013015,0.562500,0.050187,0.440972,0.091495,0.000000,0.000000,0.181095,0.014402,0.307413,0.040250,0.199969,0.037330,0.440972,0.091495,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,nominal_disagreement,48,0.591701,0.012396,0.146446,0.016288,0.642361,0.059949,0.173611,0.044528,0.000000,0.000000,0.138378,0.006161,0.387206,0.052926,0.172654,0.047627,0.173611,0.044528,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,ood_action_shift,48,0.594028,0.018956,0.133992,0.014275,0.604167,0.052038,0.347222,0.075235,0.000000,0.000000,0.166663,0.011369,0.329484,0.045223,0.182580,0.042890,0.357639,0.077194,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,rare_adversarial_shift,48,0.588841,0.027366,0.106434,0.009352,0.437500,0.058053,0.611111,0.108889,0.031250,0.026913,0.220047,0.016505,0.255316,0.029136,0.200654,0.029765,0.663194,0.099423,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,sensor_noise_shift,48,0.605546,0.013547,0.123969,0.014795,0.604167,0.050187,0.392361,0.090455,0.000000,0.000000,0.172338,0.013859,0.316413,0.045688,0.212177,0.040867,0.392361,0.090455,1.000000,0.000000
0,robust_mpc_fallback,combined_disagreement_stress,48,0.614232,0.027252,0.108803,0.012148,0.156250,0.039396,0.218750,0.109678,0.079861,0.048622,0.161342,0.011630,0.226601,0.045729,0.254288,0.043463,0.583333,0.088076,0.965278,0.019351
0,robust_mpc_fallback,controller_instability_shift,48,0.650879,0.032071,0.107422,0.013744,0.170139,0.050060,0.243056,0.121076,0.038194,0.029565,0.149519,0.013638,0.198492,0.050525,0.309887,0.052151,0.520833,0.109449,1.000000,0.000000
0,robust_mpc_fallback,goal_ambiguity_shift,48,0.641569,0.026878,0.110744,0.012119,0.194444,0.043859,0.211806,0.105986,0.034722,0.023742,0.142671,0.012503,0.217830,0.042879,0.297299,0.042938,0.465278,0.100119,0.996528,0.006806
0,robust_mpc_fallback,model_misspecification_shift,48,0.645549,0.029038,0.110088,0.013116,0.194444,0.045965,0.225694,0.112796,0.041667,0.031517,0.146245,0.012984,0.212070,0.046653,0.300983,0.047330,0.496528,0.104977,1.000000,0.000000
0,robust_mpc_fallback,nominal_disagreement,48,0.669252,0.031043,0.102618,0.014572,0.236111,0.051314,0.232639,0.116611,0.010417,0.015088,0.130207,0.014560,0.213304,0.049838,0.352348,0.051923,0.395833,0.127049,1.000000,0.000000
0,robust_mpc_fallback,ood_action_shift,48,0.652034,0.029994,0.106312,0.013666,0.159722,0.043452,0.232639,0.115797,0.052083,0.036595,0.147103,0.013096,0.202634,0.047944,0.315175,0.048450,0.510417,0.107610,1.000000,0.000000
0,robust_mpc_fallback,rare_adversarial_shift,48,0.545451,0.027441,0.097993,0.010882,0.163194,0.042939,0.173611,0.088589,0.128472,0.067554,0.181441,0.009554,0.287747,0.042057,0.173067,0.038739,0.684028,0.062461,0.864583,0.042011
0,robust_mpc_fallback,sensor_noise_shift,48,0.648245,0.027054,0.111061,0.013418,0.187500,0.043088,0.208333,0.104530,0.024306,0.019427,0.136812,0.012874,0.225605,0.045576,0.308143,0.047075,0.430556,0.106473,1.000000,0.000000
0,typed_disagreement_protocol_v4,combined_disagreement_stress,48,0.604137,0.027842,0.074691,0.004327,0.503472,0.062650,0.673611,0.115067,0.055556,0.032744,0.227407,0.015133,0.204386,0.029368,0.271465,0.029960,0.795139,0.096893,0.958333,0.024797
0,typed_disagreement_protocol_v4,controller_instability_shift,48,0.649153,0.026352,0.079030,0.007300,0.565972,0.055653,0.670139,0.120108,0.013889,0.016372,0.209254,0.017595,0.174595,0.034169,0.328046,0.036086,0.704861,0.118022,0.996528,0.006806
0,typed_disagreement_protocol_v4,goal_ambiguity_shift,48,0.652728,0.027273,0.081106,0.007729,0.548611,0.063749,0.652778,0.121417,0.003472,0.006806,0.201485,0.017700,0.177453,0.034699,0.332491,0.036369,0.663194,0.121283,0.996528,0.006806
0,typed_disagreement_protocol_v4,model_misspecification_shift,48,0.653765,0.026461,0.077349,0.007106,0.531250,0.058079,0.680556,0.121027,0.031250,0.023132,0.209940,0.016318,0.170743,0.032954,0.336639,0.035212,0.725694,0.109822,1.000000,0.000000
0,typed_disagreement_protocol_v4,nominal_disagreement,48,0.688105,0.025572,0.074592,0.010972,0.638889,0.057815,0.631944,0.136155,0.000000,0.000000,0.188976,0.018443,0.168142,0.036120,0.391718,0.038964,0.631944,0.136155,1.000000,0.000000
0,typed_disagreement_protocol_v4,ood_action_shift,48,0.656921,0.025134,0.076883,0.005884,0.559028,0.055440,0.656250,0.117687,0.017361,0.017506,0.205472,0.016519,0.168116,0.029242,0.343949,0.030732,0.708333,0.114466,1.000000,0.000000
0,typed_disagreement_protocol_v4,rare_adversarial_shift,48,0.545595,0.025054,0.072714,0.004942,0.451389,0.058324,0.579861,0.103388,0.107639,0.059553,0.238840,0.012112,0.258923,0.029949,0.197048,0.029103,0.840278,0.074047,0.902778,0.034843
0,typed_disagreement_protocol_v4,sensor_noise_shift,48,0.666120,0.025120,0.074616,0.006209,0.583333,0.056714,0.673611,0.117909,0.010417,0.011534,0.204122,0.016502,0.170274,0.031397,0.358316,0.034637,0.694444,0.114809,0.996528,0.006806
0,uncertainty_aware_mppi,combined_disagreement_stress,48,0.639643,0.031316,0.111335,0.012609,0.281250,0.053412,0.256944,0.121466,0.062500,0.041976,0.161951,0.013392,0.198748,0.048497,0.281341,0.047070,0.559028,0.103616,1.000000,0.000000
0,uncertainty_aware_mppi,controller_instability_shift,48,0.650484,0.033351,0.108677,0.014101,0.312500,0.054697,0.256944,0.123014,0.027778,0.020247,0.152255,0.014460,0.202541,0.052439,0.304816,0.053660,0.500000,0.115494,1.000000,0.000000
0,uncertainty_aware_mppi,goal_ambiguity_shift,48,0.650193,0.033085,0.110261,0.014749,0.319444,0.047483,0.250000,0.121871,0.027778,0.029715,0.146542,0.015419,0.209659,0.052611,0.305040,0.053394,0.454861,0.124459,1.000000,0.000000
0,uncertainty_aware_mppi,model_misspecification_shift,48,0.646165,0.033666,0.111148,0.014386,0.267361,0.056496,0.246528,0.122254,0.013889,0.013170,0.147295,0.014878,0.213520,0.053180,0.298534,0.054305,0.465278,0.120685,1.000000,0.000000
0,uncertainty_aware_mppi,nominal_disagreement,48,0.671486,0.034125,0.102888,0.015666,0.388889,0.059429,0.250000,0.123796,0.000000,0.000000,0.133936,0.015609,0.213567,0.054398,0.351377,0.056932,0.385417,0.136570,1.000000,0.000000
0,uncertainty_aware_mppi,ood_action_shift,48,0.652086,0.032133,0.107357,0.013272,0.340278,0.056679,0.246528,0.122254,0.020833,0.018518,0.147985,0.014431,0.204307,0.049425,0.312312,0.049604,0.475694,0.118322,1.000000,0.000000
0,uncertainty_aware_mppi,rare_adversarial_shift,48,0.636334,0.030838,0.107777,0.011045,0.322917,0.052744,0.260417,0.119878,0.086806,0.048622,0.175569,0.011952,0.183619,0.043084,0.276325,0.042556,0.645833,0.090002,1.000000,0.000000
0,uncertainty_aware_mppi,sensor_noise_shift,48,0.649440,0.035079,0.113227,0.016767,0.322917,0.055369,0.243056,0.120685,0.006944,0.009522,0.138005,0.015763,0.229553,0.058492,0.303737,0.060656,0.399306,0.130761,1.000000,0.000000
0,variance_threshold_abstention,combined_disagreement_stress,48,0.148830,0.021791,0.013994,0.004496,0.125000,0.037037,0.017361,0.017506,0.218750,0.110108,0.211158,0.004835,0.692081,0.028262,-0.216157,0.025889,0.951389,0.027439,0.152778,0.036175
0,variance_threshold_abstention,controller_instability_shift,48,0.282407,0.041489,0.086740,0.018993,0.142361,0.049585,0.000000,0.000000,0.062500,0.037196,0.135266,0.014534,0.620126,0.067798,-0.116925,0.064451,0.524306,0.080199,0.482639,0.077956
0,variance_threshold_abstention,goal_ambiguity_shift,48,0.273676,0.041614,0.074592,0.011737,0.100694,0.033325,0.000000,0.000000,0.059028,0.037024,0.139926,0.013482,0.619430,0.069216,-0.109070,0.064435,0.548611,0.074047,0.451389,0.074047
0,variance_threshold_abstention,model_misspecification_shift,48,0.266769,0.032922,0.082865,0.014782,0.131944,0.048591,0.000000,0.000000,0.090278,0.049555,0.140468,0.010906,0.642371,0.057082,-0.134557,0.053997,0.552083,0.060080,0.451389,0.059924
0,variance_threshold_abstention,nominal_disagreement,48,0.540314,0.020700,0.168539,0.020401,0.197917,0.051150,0.000000,0.000000,0.003472,0.006806,0.045056,0.003232,0.428445,0.067839,0.131879,0.063526,0.027778,0.017758,0.972222,0.017758
0,variance_threshold_abstention,ood_action_shift,48,0.324451,0.039850,0.102179,0.015098,0.194444,0.050851,0.000000,0.000000,0.031250,0.023132,0.118346,0.012396,0.589709,0.073166,-0.077143,0.069017,0.430556,0.067969,0.572917,0.068711
0,variance_threshold_abstention,rare_adversarial_shift,48,0.282503,0.042704,0.021203,0.004421,0.111111,0.048955,0.034722,0.032198,0.246528,0.122254,0.215058,0.002024,0.511211,0.047943,-0.055241,0.049376,0.993056,0.009522,0.361111,0.065488
0,variance_threshold_abstention,sensor_noise_shift,48,0.291402,0.046942,0.071818,0.011628,0.152778,0.048469,0.000000,0.000000,0.041667,0.031517,0.137354,0.014482,0.609495,0.074730,-0.080384,0.070351,0.534722,0.079589,0.465278,0.079589
0,worldbench_diagnostic_probe,combined_disagreement_stress,48,0.531777,0.010295,0.077291,0.010077,0.444444,0.056155,0.388889,0.135937,0.243056,0.120685,0.273927,0.003413,0.305864,0.031308,0.169987,0.027924,0.986111,0.013170,1.000000,0.000000
0,worldbench_diagnostic_probe,controller_instability_shift,48,0.556763,0.013563,0.095674,0.018254,0.461806,0.055226,0.385417,0.134827,0.166667,0.096776,0.240056,0.014045,0.324400,0.051089,0.178240,0.047128,0.805556,0.085533,1.000000,0.000000
